10000;208767;2015;508
10000;208829;1993;488
10000;207047;1999;483
10000;206251;2004;498
10000;206323;2000;503
10000;206169;1996;511
10000;209301;2018;505
10000;205855;1991;504
10000;217003;1991;538
10000;207615;1999;509
10000;214798;2035;488
10000;207958;2029;550
10000;204943;1967;499
10000;207416;2012;486
10000;207369;1990;530
10000;205566;2000;504
10000;206230;1986;511
10000;210408;2006;485
10000;214102;2008;510
10000;209325;1993;510
10000;208693;2023;490
10000;209317;2000;503
10000;206999;1987;487
10000;205841;2013;523
10000;206816;1994;485
10000;216578;1987;477
10000;223888;2026;486
10000;209996;2000;500
10000;205901;1998;539
10000;208549;1990;502
10000;207956;2008;506
10000;206059;1995;488
10000;207484;2002;496
10000;206688;2005;534
10000;205223;1994;496
10000;208635;2009;485
10000;205526;2006;515
10000;206538;1997;529
10000;207821;2005;513
10000;207509;1998;507
10000;206683;1997;483
10000;208354;2016;505
10000;207043;2002;481
10000;223185;1956;501
10000;205964;2022;494
10000;206591;2033;474
10000;207174;2004;539
10000;214523;2002;518
10000;203743;2006;483
10000;209730;1998;475
